threshold,precision,recall,f1,routed_count,routed_rate,heavy_call_reduction,tn,fp,fn,tp,model_name,model_role
0.2642459776003086,0.1181239388794567,0.8977419354838709,0.20877719429857464,23560,0.265971257944706,0.734028742055294,64704,20777,317,2783,HeavyRandomForest,heavy
0.2628195106826016,0.11749589248852003,0.8996774193548387,0.20784737489287175,23737,0.26796942911008004,0.73203057088992,64533,20948,311,2789,HeavyRandomForest,heavy
0.2615142249117491,0.11670987705946308,0.9003225806451612,0.20663359739394388,23914,0.2699676002754541,0.7300323997245459,64358,21123,309,2791,HeavyRandomForest,heavy
0.26005060916305994,0.11597210692346006,0.9012903225806451,0.20550161812297732,24092,0.2719770605434574,0.7280229394565426,64183,21298,306,2794,HeavyRandomForest,heavy
0.25883365754786053,0.11533231694754625,0.9029032258064517,0.20453798092732653,24269,0.2739752317088315,0.7260247682911685,64011,21470,301,2799,HeavyRandomForest,heavy
0.25760425272831494,0.11453816575308844,0.9032258064516129,0.20329630436360996,24446,0.2759734028742055,0.7240265971257944,63835,21646,300,2800,HeavyRandomForest,heavy
0.25619143162436137,0.11375543191325184,0.9035483870967742,0.20207048299246114,24623,0.2779715740395796,0.7220284259604204,63659,21822,299,2801,HeavyRandomForest,heavy
0.2549352427331902,0.1130241935483871,0.9041935483870968,0.2009318996415771,24800,0.27996974520495366,0.7200302547950463,63484,21997,297,2803,HeavyRandomForest,heavy
0.2535507789828704,0.11230331905352925,0.9048387096774193,0.19980767175980343,24977,0.2819679163703277,0.7180320836296723,63309,22172,295,2805,HeavyRandomForest,heavy
0.2523383303579686,0.11159258964776973,0.905483870967742,0.19869752955333758,25154,0.2839660875357018,0.7160339124642983,63134,22347,293,2807,HeavyRandomForest,heavy
0.2510702254476488,0.11088741512711195,0.9061290322580645,0.19759425998874508,25332,0.2859755478037051,0.7140244521962948,62958,22523,291,2809,HeavyRandomForest,heavy
0.24974146615131748,0.11019640127013995,0.9067741935483871,0.19651158726274948,25509,0.28797371896907914,0.7120262810309208,62783,22698,289,2811,HeavyRandomForest,heavy
0.24843703069898931,0.1095538425601495,0.9077419354838709,0.19551170707983048,25686,0.28997189013445324,0.7100281098655468,62609,22872,286,2814,HeavyRandomForest,heavy
0.24714635667142687,0.10888141360244365,0.9083870967741936,0.19445499430307633,25863,0.2919700612998273,0.7080299387001727,62434,23047,284,2816,HeavyRandomForest,heavy
0.2458916561730407,0.10821812596006145,0.9090322580645162,0.19341111873713107,26040,0.2939682324652013,0.7060317675347987,62259,23222,282,2818,HeavyRandomForest,heavy
0.24457213638866715,0.10752565129496129,0.9093548387096774,0.19231162806562746,26217,0.2959664036305754,0.7040335963694246,62083,23398,281,2819,HeavyRandomForest,heavy
0.2430974605540219,0.1069561263923619,0.9106451612903226,0.19142876517257745,26394,0.29796457479594946,0.7020354252040506,61910,23571,277,2823,HeavyRandomForest,heavy
